contests,dist,weight,seed,ktd,mtrd,top1,top3p,top5p,top5_ktd
10,uniform,uniform,48,22,11.789319994975024,0,0.6666666666666666,0.8,5
10,uniform,uniform,49,28,16.612793628888262,0,0.6666666666666666,0.8,4
10,uniform,vigna,0,37,17.120963990503988,1,0.6666666666666666,0.8,5
10,uniform,vigna,1,25,27.197669270743386,1,0.6666666666666666,0.8,3
10,uniform,vigna,2,35,20.526939666677777,1,0.3333333333333333,0.8,5
10,uniform,vigna,3,32,17.213133790407134,1,1.0,1.0,1
10,uniform,vigna,4,42,12.847842260779792,1,0.3333333333333333,0.4,1
10,uniform,vigna,5,24,12.483088674379175,0,0.6666666666666666,0.8,2
10,uniform,vigna,6,39,17.713331790951663,1,0.6666666666666666,0.8,1
10,uniform,vigna,7,41,21.097887255637858,0,0.3333333333333333,0.4,5
10,uniform,vigna,8,29,28.463161144640186,0,0.3333333333333333,0.4,6
10,uniform,vigna,9,23,13.513989045806671,1,0.6666666666666666,0.8,4
10,uniform,vigna,10,35,16.380090658813003,1,0.6666666666666666,0.8,3
10,uniform,vigna,11,29,15.80386012725063,1,1.0,0.6,0
10,uniform,vigna,12,27,26.886716654199635,0,0.3333333333333333,0.6,6
10,uniform,vigna,13,20,8.079321558332293,0,0.6666666666666666,0.6,3
10,uniform,vigna,14,28,10.389713285142832,0,0.6666666666666666,0.8,2
10,uniform,vigna,15,28,15.062853973263202,0,0.3333333333333333,0.8,8
10,uniform,vigna,16,35,16.420724553734946,1,1.0,1.0,0
10,uniform,vigna,17,15,14.921420901485078,1,0.6666666666666666,0.8,3
10,uniform,vigna,18,37,21.578422764963822,0,0.6666666666666666,0.8,5
10,uniform,vigna,19,31,10.813202461976788,1,0.6666666666666666,0.6,2
10,uniform,vigna,20,35,11.279053450813512,1,1.0,0.8,0
10,uniform,vigna,21,20,15.362839279661973,0,0.3333333333333333,0.8,5
10,uniform,vigna,22,25,10.876515035743614,1,0.6666666666666666,0.8,4
10,uniform,vigna,23,32,13.105708369746775,0,0.6666666666666666,0.8,4
10,uniform,vigna,24,20,13.057033209554021,0,0.3333333333333333,0.8,6
10,uniform,vigna,25,38,23.60775306425738,1,0.3333333333333333,0.8,4
10,uniform,vigna,26,37,19.248372886612454,1,0.6666666666666666,0.6,1
10,uniform,vigna,27,22,8.236554804797896,0,0.6666666666666666,1.0,3
10,uniform,vigna,28,40,31.5321779150228,0,0.3333333333333333,0.6,6
10,uniform,vigna,29,41,19.158760323314475,0,0.3333333333333333,0.2,5
10,uniform,vigna,30,26,16.692266662469965,0,0.6666666666666666,0.6,6
10,uniform,vigna,31,30,8.283994688910836,1,1.0,0.8,1
10,uniform,vigna,32,28,15.172560790758906,1,0.6666666666666666,0.6,4
10,uniform,vigna,33,19,8.988257674313445,0,0.6666666666666666,1.0,2
10,uniform,vigna,34,20,22.08994922791031,0,0.6666666666666666,0.8,4
10,uniform,vigna,35,21,13.970951875054327,1,0.6666666666666666,0.6,2
10,uniform,vigna,36,27,18.225702408046146,0,0.6666666666666666,0.8,4
10,uniform,vigna,37,28,9.121944916490383,0,0.6666666666666666,0.8,5
10,uniform,vigna,38,22,12.670317867829993,0,0.6666666666666666,0.8,3
10,uniform,vigna,39,23,12.56344549421658,0,1.0,0.8,2
10,uniform,vigna,40,25,11.96160966970832,1,0.6666666666666666,0.8,3
10,uniform,vigna,41,17,12.085309686228053,1,0.6666666666666666,0.8,2
10,uniform,vigna,42,32,12.493869163963351,0,1.0,0.8,1
10,uniform,vigna,43,32,21.405766475085603,0,0.3333333333333333,0.6,5
10,uniform,vigna,44,32,23.05826996099465,0,0.6666666666666666,0.6,6
10,uniform,vigna,45,45,23.27613252918931,0,0.6666666666666666,0.6,1
10,uniform,vigna,46,32,18.82478177907396,0,0.6666666666666666,0.8,4
10,uniform,vigna,47,27,12.905477860648235,0,0.6666666666666666,0.6,5
10,uniform,vigna,48,24,14.987492346562524,0,0.6666666666666666,0.8,4
10,uniform,vigna,49,31,15.418248061762565,0,0.6666666666666666,0.8,4
10,uniform,quadratic,0,39,15.76804807634859,1,0.6666666666666666,1.0,5
10,uniform,quadratic,1,29,26.922735488632956,1,0.3333333333333333,0.8,4
10,uniform,quadratic,2,34,21.822930698735703,1,0.6666666666666666,0.8,4
10,uniform,quadratic,3,32,17.619881471900356,1,1.0,1.0,1
10,uniform,quadratic,4,38,12.793630757884646,1,0.3333333333333333,0.6,1
10,uniform,quadratic,5,30,13.033978510577503,0,0.6666666666666666,0.8,2
10,uniform,quadratic,6,39,20.741267909017687,1,0.6666666666666666,0.8,1
10,uniform,quadratic,7,42,21.35823058310273,0,0.3333333333333333,0.4,5
10,uniform,quadratic,8,30,24.07874397518697,0,0.3333333333333333,0.4,6
10,uniform,quadratic,9,23,14.16341378417877,1,0.6666666666666666,0.8,4
10,uniform,quadratic,10,39,17.163871407525328,1,0.6666666666666666,0.8,3
10,uniform,quadratic,11,30,15.79675050823894,1,1.0,0.6,0
10,uniform,quadratic,12,29,26.84985414879788,0,0.3333333333333333,0.6,6
10,uniform,quadratic,13,17,9.293889972014451,0,0.6666666666666666,0.6,3
10,uniform,quadratic,14,32,15.476094252658605,0,1.0,0.8,1
10,uniform,quadratic,15,31,15.413050717121967,0,0.3333333333333333,0.6,6
10,uniform,quadratic,16,39,15.668150971193263,1,1.0,1.0,0
10,uniform,quadratic,17,21,18.18116943804193,1,1.0,0.8,2
10,uniform,quadratic,18,41,20.708227699518872,0,0.6666666666666666,0.8,5
10,uniform,quadratic,19,32,12.933149826187584,1,0.6666666666666666,0.6,1
10,uniform,quadratic,20,39,13.444225429670619,1,1.0,0.6,0
10,uniform,quadratic,21,25,14.32717824167891,0,0.3333333333333333,0.6,5
10,uniform,quadratic,22,23,10.161567013679548,1,0.6666666666666666,0.8,4
10,uniform,quadratic,23,32,14.43504316718169,0,0.6666666666666666,1.0,4
10,uniform,quadratic,24,26,13.993652715919517,0,0.0,0.8,7
10,uniform,quadratic,25,39,21.262884392394987,1,0.3333333333333333,0.6,4
10,uniform,quadratic,26,38,20.771154507445893,1,0.6666666666666666,0.6,1
10,uniform,quadratic,27,24,8.870725083129635,0,0.6666666666666666,1.0,3
10,uniform,quadratic,28,40,31.564758072871467,0,0.3333333333333333,0.6,5
10,uniform,quadratic,29,40,19.281198511248128,0,0.3333333333333333,0.4,4
10,uniform,quadratic,30,28,17.429472167473786,0,0.6666666666666666,0.8,6
10,uniform,quadratic,31,33,11.026008092830578,1,1.0,0.8,0
10,uniform,quadratic,32,29,14.769401477582058,1,0.6666666666666666,0.6,4
10,uniform,quadratic,33,21,10.013227307524502,0,0.6666666666666666,1.0,2
10,uniform,quadratic,34,24,20.917651013976002,0,0.6666666666666666,0.8,5
10,uniform,quadratic,35,23,13.353657575914609,1,0.6666666666666666,0.6,3
10,uniform,quadratic,36,30,19.22067510168558,0,0.6666666666666666,0.8,4
10,uniform,quadratic,37,34,15.041479095801797,0,0.6666666666666666,0.8,5
10,uniform,quadratic,38,24,13.126145647140845,0,0.6666666666666666,0.8,2
10,uniform,quadratic,39,26,18.283707581283053,0,1.0,0.8,2
10,uniform,quadratic,40,28,13.263637586643565,1,0.6666666666666666,0.8,3
10,uniform,quadratic,41,17,14.000349760012769,1,0.6666666666666666,0.8,2
10,uniform,quadratic,42,33,13.17645342573398,0,1.0,0.6,1
10,uniform,quadratic,43,33,22.611323984033138,0,0.3333333333333333,0.4,5
10,uniform,quadratic,44,32,22.483192091249755,0,0.6666666666666666,0.6,6
10,uniform,quadratic,45,43,24.08787054940688,0,0.6666666666666666,0.8,1
10,uniform,quadratic,46,35,19.009229565882343,0,0.6666666666666666,0.8,4
10,uniform,quadratic,47,31,13.17806591025583,0,0.6666666666666666,0.6,5
10,uniform,quadratic,48,29,19.381636160040603,0,0.6666666666666666,0.8,3
10,uniform,quadratic,49,34,15.110893558855226,0,0.6666666666666666,0.8,4
10,skill_matched,uniform,0,42,21.968239529601654,1,0.6666666666666666,0.8,2
10,skill_matched,uniform,1,39,36.41575809845443,1,0.3333333333333333,0.6,1
10,skill_matched,uniform,2,31,22.509070569790833,0,1.0,0.8,2
10,skill_matched,uniform,3,45,26.589869677145558,0,0.6666666666666666,0.6,1
10,skill_matched,uniform,4,66,18.684221118063892,1,0.3333333333333333,0.4,3
10,skill_matched,uniform,5,35,33.39129509705237,0,0.3333333333333333,0.6,7
10,skill_matched,uniform,6,40,37.28498140274651,0,0.6666666666666666,0.6,4
10,skill_matched,uniform,7,66,24.73090728066367,0,0.0,0.0,0
10,skill_matched,uniform,8,36,36.161862881770574,0,0.3333333333333333,0.6,5
10,skill_matched,uniform,9,44,20.42146885902684,1,0.6666666666666666,0.8,2
10,skill_matched,uniform,10,26,12.198912915509343,0,1.0,0.8,3
10,skill_matched,uniform,11,44,29.697264346823843,0,0.3333333333333333,0.6,2
10,skill_matched,uniform,12,28,34.64561800648865,0,0.6666666666666666,0.8,5
10,skill_matched,uniform,13,42,20.077134709457845,1,0.6666666666666666,0.8,2
10,skill_matched,uniform,14,39,20.385399177863057,1,1.0,0.6,1
10,skill_matched,uniform,15,32,11.409799727529634,1,0.6666666666666666,0.6,0
10,skill_matched,uniform,16,42,29.21305283507914,0,0.6666666666666666,0.8,6
10,skill_matched,uniform,17,33,20.10167923955167,0,0.6666666666666666,0.8,2
10,skill_matched,uniform,18,45,28.52388163533935,0,0.0,0.4,7
10,skill_matched,uniform,19,26,10.716141055848745,0,0.6666666666666666,0.6,3
10,skill_matched,uniform,20,61,24.57619380962488,0,0.0,0.4,8
10,skill_matched,uniform,21,38,20.306888987398363,1,1.0,0.6,2
10,skill_matched,uniform,22,20,12.707244046945627,1,0.6666666666666666,0.8,2
10,skill_matched,uniform,23,38,13.919636280898757,1,0.6666666666666666,0.6,1
10,skill_matched,uniform,24,42,19.088642695004268,1,0.3333333333333333,0.6,4
10,skill_matched,uniform,25,55,30.473240479243252,1,0.3333333333333333,0.4,5
10,skill_matched,uniform,26,27,26.65824236112006,1,1.0,0.8,0
10,skill_matched,uniform,27,75,22.28033975398172,0,0.3333333333333333,0.2,3
10,skill_matched,uniform,28,55,23.589021986371193,0,0.6666666666666666,0.6,5
10,skill_matched,uniform,29,60,30.988498998406758,0,0.0,0.2,9
10,skill_matched,uniform,30,45,21.899617154717674,0,0.3333333333333333,0.4,3
10,skill_matched,uniform,31,55,24.289156946186512,0,0.3333333333333333,0.2,4
10,skill_matched,uniform,32,38,13.795835611386872,1,0.3333333333333333,0.8,4
10,skill_matched,uniform,33,53,30.802650384976644,0,0.0,0.4,7
10,skill_matched,uniform,34,29,15.580848017537337,0,0.6666666666666666,0.8,2
10,skill_matched,uniform,35,41,23.056725311422337,1,0.6666666666666666,0.6,2
10,skill_matched,uniform,36,46,26.02995583266811,0,0.6666666666666666,0.4,1
10,skill_matched,uniform,37,44,18.88161289967193,0,0.6666666666666666,0.8,5
10,skill_matched,uniform,38,46,25.533094395484774,0,0.6666666666666666,0.6,7
10,skill_matched,uniform,39,45,31.57214123601083,0,0.6666666666666666,0.6,4
10,skill_matched,uniform,40,40,31.65193921108562,0,0.3333333333333333,0.4,5
10,skill_matched,uniform,41,32,18.74118094013571,0,0.3333333333333333,0.6,5
10,skill_matched,uniform,42,39,22.341317778828707,0,0.6666666666666666,0.8,6
10,skill_matched,uniform,43,56,31.970824702087302,0,0.0,0.4,7
10,skill_matched,uniform,44,44,24.33324961551187,1,0.6666666666666666,0.6,0
10,skill_matched,uniform,45,54,26.668899666452482,0,0.6666666666666666,0.8,4
10,skill_matched,uniform,46,32,15.212094538064258,0,0.6666666666666666,0.8,2
10,skill_matched,uniform,47,69,33.91182781038778,0,0.0,0.4,6
10,skill_matched,uniform,48,30,23.732849205631663,1,0.6666666666666666,0.6,5
10,skill_matched,uniform,49,43,24.35605687740305,0,0.6666666666666666,0.8,5
10,skill_matched,vigna,0,44,19.5766331231541,1,0.3333333333333333,0.8,4
10,skill_matched,vigna,1,46,34.75075705136649,1,0.3333333333333333,0.4,2
10,skill_matched,vigna,2,35,24.08191822777145,1,0.6666666666666666,0.8,2
10,skill_matched,vigna,3,41,24.964931901845652,0,0.6666666666666666,0.6,1
10,skill_matched,vigna,4,67,18.226252881190664,1,0.3333333333333333,0.4,3
10,skill_matched,vigna,5,32,32.05570506283097,0,0.3333333333333333,0.6,7
10,skill_matched,vigna,6,42,37.739962916363886,0,0.6666666666666666,0.6,3
10,skill_matched,vigna,7,58,25.987204308563456,0,0.0,0.0,0
10,skill_matched,vigna,8,43,37.554337794831724,0,0.3333333333333333,0.6,5
10,skill_matched,vigna,9,36,19.28868371145207,1,0.6666666666666666,0.8,2
10,skill_matched,vigna,10,26,11.035306537415266,0,1.0,0.8,4
10,skill_matched,vigna,11,43,30.10149874283923,0,0.3333333333333333,0.6,2
10,skill_matched,vigna,12,30,33.071423932635255,0,0.6666666666666666,0.8,5
10,skill_matched,vigna,13,41,19.46421710272382,1,0.6666666666666666,1.0,2
10,skill_matched,vigna,14,38,22.605763031760905,1,1.0,0.6,1
10,skill_matched,vigna,15,32,11.44433910308646,1,1.0,0.6,1
10,skill_matched,vigna,16,44,28.323411895185753,0,0.6666666666666666,0.8,6
10,skill_matched,vigna,17,36,18.87431118451943,0,0.6666666666666666,0.8,2
10,skill_matched,vigna,18,45,28.614228194055542,0,0.0,0.4,7
10,skill_matched,vigna,19,23,10.387517933340694,0,0.6666666666666666,0.8,3
10,skill_matched,vigna,20,54,23.54156313525598,0,0.0,0.6,8
10,skill_matched,vigna,21,39,20.389713114610668,1,1.0,0.6,2
10,skill_matched,vigna,22,21,12.262323168733149,1,0.6666666666666666,0.8,2
10,skill_matched,vigna,23,39,15.327603982386659,1,0.6666666666666666,0.6,0
10,skill_matched,vigna,24,39,19.071329968992412,1,0.3333333333333333,0.6,4
10,skill_matched,vigna,25,57,30.661160081141205,1,0.3333333333333333,0.4,3
10,skill_matched,vigna,26,29,28.834058783100126,1,0.6666666666666666,0.8,2
10,skill_matched,vigna,27,67,20.24182650419952,0,0.3333333333333333,0.2,6
10,skill_matched,vigna,28,53,24.213807435892498,0,0.6666666666666666,0.6,5
10,skill_matched,vigna,29,60,30.8747834038011,0,0.0,0.2,9
10,skill_matched,vigna,30,46,23.2142519975586,0,0.3333333333333333,0.2,3
10,skill_matched,vigna,31,55,21.139458669988194,0,0.3333333333333333,0.2,4
10,skill_matched,vigna,32,38,16.895420951628374,1,0.6666666666666666,0.8,1
10,skill_matched,vigna,33,48,30.69407130071392,0,0.0,0.4,6
10,skill_matched,vigna,34,38,17.95695523816702,0,0.6666666666666666,0.6,2
10,skill_matched,vigna,35,42,22.816451486004937,1,0.6666666666666666,0.6,2
10,skill_matched,vigna,36,44,29.301883853255948,0,0.3333333333333333,0.2,1
10,skill_matched,vigna,37,45,19.239349796923662,0,0.6666666666666666,0.8,5
10,skill_matched,vigna,38,51,25.061532015680395,0,0.6666666666666666,0.6,7
10,skill_matched,vigna,39,43,29.260750210626586,0,0.6666666666666666,0.6,4
10,skill_matched,vigna,40,38,32.98958096962866,0,0.3333333333333333,0.4,5
10,skill_matched,vigna,41,28,17.600863883015826,0,0.3333333333333333,0.6,5
10,skill_matched,vigna,42,40,21.85239469183751,0,0.6666666666666666,0.8,6
10,skill_matched,vigna,43,56,31.970824702087302,0,0.0,0.4,7
10,skill_matched,vigna,44,50,26.17720396116824,1,0.6666666666666666,0.4,1
10,skill_matched,vigna,45,42,26.949163646653407,1,0.6666666666666666,0.8,2
10,skill_matched,vigna,46,37,15.765099839213008,0,0.6666666666666666,0.8,2
10,skill_matched,vigna,47,68,33.46027417507798,0,0.3333333333333333,0.4,6
10,skill_matched,vigna,48,32,25.92278991367175,1,0.6666666666666666,0.6,5
10,skill_matched,vigna,49,41,25.043595333573908,0,0.6666666666666666,0.8,5
10,skill_matched,quadratic,0,53,20.94896437060167,1,0.3333333333333333,0.6,4
10,skill_matched,quadratic,1,53,40.87924488927502,1,0.3333333333333333,0.4,1
10,skill_matched,quadratic,2,41,22.170896546583474,1,0.6666666666666666,0.8,3
10,skill_matched,quadratic,3,41,26.689522151157455,0,0.6666666666666666,0.6,1
10,skill_matched,quadratic,4,65,17.00522623998196,1,0.3333333333333333,0.2,3
10,skill_matched,quadratic,5,36,29.24518531587066,0,0.3333333333333333,0.4,7
10,skill_matched,quadratic,6,50,35.967659515253224,0,0.6666666666666666,0.4,3
10,skill_matched,quadratic,7,55,27.035795306893146,0,0.0,0.0,0
10,skill_matched,quadratic,8,43,37.91688811743499,0,0.3333333333333333,0.6,5
10,skill_matched,quadratic,9,40,19.344303474106457,1,0.6666666666666666,0.8,2
10,skill_matched,quadratic,10,29,11.69795683759707,0,0.6666666666666666,0.6,3
10,skill_matched,quadratic,11,46,32.026401268801344,0,0.3333333333333333,0.4,2
10,skill_matched,quadratic,12,34,30.838548080313476,0,0.6666666666666666,0.6,6
10,skill_matched,quadratic,13,51,22.052879918144942,0,0.6666666666666666,0.8,4
10,skill_matched,quadratic,14,47,21.96558222430572,1,0.6666666666666666,0.4,2
10,skill_matched,quadratic,15,37,12.301630937280088,1,1.0,0.6,1
10,skill_matched,quadratic,16,46,27.127156938775762,0,0.6666666666666666,0.8,6
10,skill_matched,quadratic,17,40,22.323938109424255,0,1.0,0.8,1
10,skill_matched,quadratic,18,46,28.79753539355493,0,0.0,0.4,7
10,skill_matched,quadratic,19,27,11.65983790896837,0,0.6666666666666666,0.8,4
10,skill_matched,quadratic,20,48,19.683808813804628,0,0.0,0.4,8
10,skill_matched,quadratic,21,40,19.70889085060419,1,0.6666666666666666,0.6,2
10,skill_matched,quadratic,22,34,19.73233022424285,1,0.6666666666666666,0.8,2
10,skill_matched,quadratic,23,44,20.69519460109829,1,0.6666666666666666,0.4,0
10,skill_matched,quadratic,24,38,19.584104161309483,1,0.3333333333333333,0.6,4
10,skill_matched,quadratic,25,56,31.11680373587558,1,0.3333333333333333,0.4,3
10,skill_matched,quadratic,26,33,29.62484143157125,1,0.6666666666666666,0.6,2
10,skill_matched,quadratic,27,70,19.094750735569644,1,0.3333333333333333,0.2,3
10,skill_matched,quadratic,28,54,23.861354766651147,0,0.6666666666666666,0.4,5
10,skill_matched,quadratic,29,63,30.49982980949167,0,0.0,0.2,8
10,skill_matched,quadratic,30,44,21.726838521895214,0,0.3333333333333333,0.2,3
10,skill_matched,quadratic,31,62,22.147888262429614,0,0.3333333333333333,0.2,4
10,skill_matched,quadratic,32,47,20.761997519594853,1,0.6666666666666666,0.8,1
10,skill_matched,quadratic,33,46,31.96261522728663,0,0.0,0.4,6
10,skill_matched,quadratic,34,41,17.98902585053677,0,0.6666666666666666,0.6,2
10,skill_matched,quadratic,35,45,21.727626504454786,1,0.3333333333333333,0.6,3
10,skill_matched,quadratic,36,46,25.47935045090071,1,0.3333333333333333,0.2,1
10,skill_matched,quadratic,37,51,19.613493160018635,0,0.6666666666666666,0.8,6
10,skill_matched,quadratic,38,53,22.942956556572028,0,0.6666666666666666,0.6,7
10,skill_matched,quadratic,39,43,30.744871918774077,0,0.6666666666666666,0.6,4
10,skill_matched,quadratic,40,42,30.825794456566936,0,0.3333333333333333,0.4,5
10,skill_matched,quadratic,41,33,20.603563015462367,1,0.3333333333333333,0.6,5
10,skill_matched,quadratic,42,44,23.176611104472197,0,0.6666666666666666,0.8,5
10,skill_matched,quadratic,43,52,30.29501397872315,0,0.0,0.4,7
10,skill_matched,quadratic,44,51,24.786197602553457,1,0.6666666666666666,0.4,3
10,skill_matched,quadratic,45,54,29.870923641186437,1,0.6666666666666666,0.8,2
10,skill_matched,quadratic,46,45,18.927027958309484,0,0.6666666666666666,0.6,3
10,skill_matched,quadratic,47,65,33.211085969194855,0,0.3333333333333333,0.4,5
10,skill_matched,quadratic,48,40,26.774032499095096,1,0.3333333333333333,0.6,5
10,skill_matched,quadratic,49,40,24.70605598843864,0,0.6666666666666666,0.8,5
30,uniform,uniform,0,13,7.823788425926579,1,0.6666666666666666,1.0,3
30,uniform,uniform,1,10,9.199797883788277,1,0.6666666666666666,0.8,3
30,uniform,uniform,2,13,5.202105007703092,1,1.0,0.8,1
30,uniform,uniform,3,11,5.259542204814841,1,0.6666666666666666,1.0,1
30,uniform,uniform,4,11,4.505096071248712,0,1.0,1.0,2
30,uniform,uniform,5,12,5.021936042776761,1,1.0,0.8,0
30,uniform,uniform,6,5,6.103984051726063,1,0.6666666666666666,0.8,1
30,uniform,uniform,7,23,15.917347210642417,0,0.3333333333333333,0.6,6
30,uniform,uniform,8,8,6.199535341813972,0,1.0,0.8,1
30,uniform,uniform,9,12,7.259537941603612,0,1.0,0.8,2
30,uniform,uniform,10,14,4.452837461309547,1,1.0,1.0,1
30,uniform,uniform,11,12,7.804664663644306,0,0.6666666666666666,1.0,2
30,uniform,uniform,12,9,6.285599374555421,1,0.3333333333333333,1.0,4
30,uniform,uniform,13,8,6.515894394417941,0,1.0,0.8,1
30,uniform,uniform,14,20,5.061563627621354,1,0.6666666666666666,0.8,3
30,uniform,uniform,15,17,7.863179789543303,0,0.6666666666666666,0.8,4
30,uniform,uniform,16,7,3.2399086278626164,1,1.0,0.8,0
30,uniform,uniform,17,14,5.629420253596483,0,1.0,0.8,2
30,uniform,uniform,18,19,19.679981091611094,0,0.6666666666666666,0.8,5
30,uniform,uniform,19,11,6.392444559674303,1,0.6666666666666666,0.8,0
30,uniform,uniform,20,21,5.323913494092131,0,0.6666666666666666,1.0,2
30,uniform,uniform,21,11,7.263699139181896,0,0.6666666666666666,0.8,2
30,uniform,uniform,22,11,5.066434231534794,1,1.0,0.8,1
30,uniform,uniform,23,15,4.657570942663311,1,1.0,0.8,1
30,uniform,uniform,24,8,5.3087433603109595,1,1.0,1.0,2
30,uniform,uniform,25,16,8.165612896967165,0,1.0,1.0,1
30,uniform,uniform,26,16,7.954282889647567,1,0.6666666666666666,0.8,1
30,uniform,uniform,27,13,5.731985366979024,1,1.0,1.0,0
30,uniform,uniform,28,6,3.360289741181061,1,1.0,1.0,0
30,uniform,uniform,29,17,6.718553057179916,1,0.6666666666666666,0.6,2
30,uniform,uniform,30,14,7.442457827767664,0,0.6666666666666666,1.0,6
30,uniform,uniform,31,17,5.344997085009939,1,0.6666666666666666,0.8,1
30,uniform,uniform,32,14,8.087104907690431,1,1.0,0.8,1
30,uniform,uniform,33,10,5.3141089283205005,1,1.0,1.0,0
30,uniform,uniform,34,12,7.92493285543689,0,1.0,1.0,1
30,uniform,uniform,35,13,7.362241228764385,0,0.6666666666666666,0.8,2
30,uniform,uniform,36,7,6.628651675397441,1,1.0,0.8,0
30,uniform,uniform,37,16,5.71186767246669,0,0.6666666666666666,0.8,3
30,uniform,uniform,38,9,6.909793742918574,1,1.0,0.8,1
30,uniform,uniform,39,12,5.247087438838275,1,1.0,0.8,1
30,uniform,uniform,40,14,7.237486976699364,1,0.6666666666666666,0.8,1
30,uniform,uniform,41,8,4.221407083651005,0,1.0,1.0,3
30,uniform,uniform,42,9,5.327295976394865,0,0.6666666666666666,1.0,3
30,uniform,uniform,43,13,7.383509683334109,0,0.6666666666666666,0.8,4
30,uniform,uniform,44,7,6.285104236836948,0,1.0,1.0,3
30,uniform,uniform,45,5,3.267897615080625,1,1.0,0.8,1
30,uniform,uniform,46,14,5.775486410356861,1,1.0,1.0,0
30,uniform,uniform,47,14,4.9265755041376105,0,0.6666666666666666,0.8,1
30,uniform,uniform,48,9,7.111081987605851,1,0.6666666666666666,0.8,2
30,uniform,uniform,49,10,4.80173227194352,1,1.0,1.0,1
30,uniform,vigna,0,15,10.390653313201726,1,0.6666666666666666,1.0,3
30,uniform,vigna,1,13,9.8605454183829,1,0.6666666666666666,0.8,3
30,uniform,vigna,2,12,5.514182189874063,1,1.0,1.0,1
30,uniform,vigna,3,12,6.073644736490434,1,0.6666666666666666,1.0,1
30,uniform,vigna,4,12,4.9918075662132955,0,1.0,0.8,1
30,uniform,vigna,5,6,4.793673403020204,1,1.0,0.8,0
30,uniform,vigna,6,7,5.30796144432181,1,0.6666666666666666,0.8,1
